but_cluthers
Id;Title;Description;CreatedAt;source;Sentiment;Categories
2265;"four encastrable ""signature "" SFMP 70 …";"four encastrable ""signature "" SFMP 70  acheté chez But il y a un an   l'émail est toute écaillé à l intérieur et je n'ai fait qu'une pyrolyse ! , tout est rouillé c'est une catastrophe , garantie de 2 ans évidemment , ce problème  ne fait pas partie des pièces qui posent problème........Service SAV désagréable , vraiment nul,personne ne comprenant pas le français .je déconseille fortement , fuyez.S'il existait un 0 je mettrais un 0";2025-03-20 16:18:12;TrustPilot But;0.71;Expérience en magasin, Service et SAV, Qualité produit
2266;Garantie But arnaque €…;"J’ai acheté un fauteuil Sunny cuir 600€ quand même garanti 2ans +3ans supplémentaire assurance à 119€
Avant la fin de garantie de 2 ans le haut du dossier commence à pelé 
Je contacte but qui n’explique que le problème n’est pas assez conséquent 
Pour être pris en charge il me conseille d’attendre un peu et de faire marcher l’assurance complémentaire 
Au final l’assurance complémentaire ne prend pas en compte le problème (il est écrit en tout petit dans les closes que l’usure a l’endroit de la tête n’est pas valable)
But fini pour moi dégouté 
Suite à cette publication but m’a contacté j’attends des nouvelles 🤞
Voici le retour de chez But

La station ART a clôturé le dossier en Dénonciation de Garantie pour le motif suivant : ""Demande hors garantie (agression cuir) - Sébum non pris en charge
Donc si vous acheter un canapé en cuir chez But ne posez surtout pas la tête sur le dossier même avec une protection";2025-03-20 14:35:01;TrustPilot But;2.04;Qualité produit, Service et SAV
2267;Expérience en magasin catastrophique;"Expérience en magasin catastrophique. SAV inexistant, vendeur et responsable incompétent 
(BUT Aucamville)";2025-03-20 09:51:42;TrustPilot But;0.75;Expérience en magasin, Service et SAV
2268;Magasin bien tenu avec un très bon choix;Magasin bien tenu avec un très bon choix;2025-03-20 00:26:58;TrustPilot But;8.55;Expérience en magasin
2269;Je contacte un conseiller technique de…;Je contacte un conseiller technique de chez BUT car mon frigo ne refroidit pas bien donc les aliments sont chauds à l’intérieur je demande donc conseil et l’employé de chez but m’annonce « votre frigo est en panne » très bonne blague je déconseille BUT le SAV et le service technique est déplorable;2025-03-19 18:17:40;TrustPilot But;1.69;Service et SAV, Qualité produit
2270;Service après vente désastreux;Service après vente désastreux mais ça sert à quoi de écrire un avis ça n arrange pas mon matelas qui est recouvert de bouloches;2025-03-19 17:44:48;TrustPilot But;2.63;Service et SAV, Qualité produit
2271;Magasin recommandé. =);"Magasin recommandé. =)

Nos 4 bons d'achat ont été validés sur place sans souci pour l'achat d'un canapé. Les 3 énormes colis ne rentrant pas de peu, on a dû louer une camionnette disponible dans la minute.

Et ce canapé REYNOLDS est vraiment au top !
Bravo. =)";2025-03-19 14:31:48;TrustPilot But;7.88;Expérience en magasin, Qualité produit
2272;SATISFAIT a 100 pour cent;SATISFAIT a 100 pour cent. Excellent livreur installateur Li Mon;2025-03-19 10:17:33;TrustPilot But;9.65;Montage et installation
2273;Très déçue de but encore une fois j ai…;Très déçue de but encore une fois j ai mon joint de machine qui c est déchirer on me dit c est pas prit en garantie alors que je l ai acheter en janvier 2024 c est honteux c est sur maintenant c est fini avec but electro dépôt eux au moins se bouge😡😡;2025-03-19 10:08:17;TrustPilot But;1.16;Qualité produit, Service et SAV
2274;Magasin BUT de Cadaujac;Magasin BUT de Cadaujac, passez votre chemin. Nous avons acheté un canapé dont la jonction entre le dossier et l’assise c’est très rapidement délité. Notre demande de prise en garantie a été prise en compte par le siège. Les conditions générales de vente mentionnent un délai d’un mois. Après 3 mois d’attente des pièces défectueuses, dossier et assise, nous avons reçu une nouvelle pièce à nouveau cassée. Nous avons rencontré le Directeur du Magasin But de Cadaujac, M de Amorin. Il nous a reçu avec mépris en nous accusant de « vouloir gratter de l’argent » alors que nous demandions une reprise avec avoir, pour acheter un produit plus cher et de meilleure qualité. Il nous a dit qu’il devait nous fournir les pièces pendant 2 ans, durée de la garantie légale et après c’était plus son problème. Pour ce Monsieur, un canapé dure 2 ans. Aucune qualité commerciale, alors que nous sommes client depuis des années. C’est très médiocre comme attitude et pas digne de cette grande enseigne française et ne respecte pas les clauses des conditions générales de vente de groupe BUT.;2025-03-19 07:39:42;TrustPilot But;1.02;Expérience en magasin, Qualité produit, Service et SAV
2275;C’était la première fois et j’ai…;C’était la première fois et j’ai beaucoup aimé.  Avec une livraison gratuite;2025-03-18 10:27:39;TrustPilot But;8.62;Expérience e-commerce
2276;Service client pitoyable;Je n ai jamais vu un service client aussi pitoyable, impossible de changer d adresse de envoie alors que celle ci a ete mise automatiquement par but, le vendeur qui a la demande mais envoie quand même le colis à la mauvaise adresse.Frais supplémentaires demander. Une arnaque!;2025-03-18 00:48:06;TrustPilot But;0.76;Service et SAV, Expérience e-commerce
2277;A FUIRE 8000€  D'ACOMPTE DE VERSE ET PAS DE CUISINE;"Magasin à fuir, personnel incompétents, passez votre chemin
SAVENT PRENDRE VOTRE ARGENT ET NE TRAITE PAS LES COMMANDES (8 000€ d'acompte de versé)";2025-03-17 21:25:42;TrustPilot But;2.9;Service et SAV, Expérience en magasin
2278;Vendeuse très accueillante et très claire dans ses explications techniques;Très bonne vendeuse (dame blonde avec chignon) qui nous a expliqué le fonctionnement de plusieurs canapé puis nous a laissés les essayer tranquillement tout en restant à notre service si besoin. Nous avons été formidablement accueillis !;2025-03-17 19:06:27;TrustPilot But;9.18;Expérience en magasin
2279;❌ Très déçu(e) du service BUT ❌;"❌ Très déçu(e) du service BUT ❌

J’ai acheté un lit coffre électrique chez BUT Charleville-Mézières en janvier 2024 pour 1 329,99 €.
	•	Livraison avec plusieurs mois de retard, sans aucun geste commercial.
	•	Produit défectueux dès la réception (système électrique HS).
	•	SAV inexistant : malgré des mois de relances, aucune solution rapide.
	•	Remboursement refusé en intégralité, alors que mon compte a été débité depuis plus d’un an.
	•	Service client désagréable et irresponsable.

🚨 Une expérience catastrophique, à fuir ! 🚨";2025-03-17 17:37:00;TrustPilot But;0.45;Expérience e-commerce, Expérience en magasin, Qualité produit, Service et SAV
2280;Bon produit;Bon produit;2025-03-17 13:56:57;TrustPilot But;7.92;Qualité produit
2281;Magasin agréable;Un magasin bien rangé et agréable à parcourir. Les produits sont variés et de qualité.  Le personnel est très aimable et serviable.;2025-03-17 11:26:53;TrustPilot But;9.18;Qualité produit, Expérience en magasin
2282;Bien conseillés par un vendeur à l'écoute;Nous avons été bien orientés par un vendeur attentif à notre besoin. La TV correspond à notre attente.;2025-03-17 10:23:00;TrustPilot But;7.93;Expérience en magasin, Qualité produit
2283;Merci But Montpellier;"Suite à un souci avec un transporteur lié à une commande internet, vu avec le magasin de Montpellier, une  responsable puis un vendeur (Daniel) au top !  Ils ont été patients et réactifs afin de résoudre le problème.  Commande refaite puis nouvelle livraison avec leur transporteur, les livreurs impeccable, sérieux, polis.  Le monsieur  pour le retrait d'autres achats derrière très sympa également.  Merci pour votre efficacité �☺️
Transporteur ""c'est chez vous"" (ceux d'avant), à éviter d'urgence...";2025-03-16 21:49:30;TrustPilot But;8.03;Expérience en magasin, Expérience e-commerce, Service et SAV
2284;J ai utilisé le four;"J ai utilisé le four,  il est très bien quand int fait de la cuisine  
Il et pratique";2025-03-16 10:07:38;TrustPilot But;8.28;Qualité produit
2285;commande facile;commande facile;2025-03-16 00:31:27;TrustPilot But;8.04;Expérience e-commerce
2286;125€ de frais de livraison pour la même…;125€ de frais de livraison pour la même ville et on vous depose le canapé sans le deballer ni même le monter. Il fallait rajouter des frais de montage dont on ne nous avait pas parlé...Honteux.;2025-03-14 14:53:05;TrustPilot But;2.92;Expérience e-commerce, Service et SAV, Montage et installation
2287;But ?!? Allez ailleurs…;Livraison prévue le 12 mars 2025 entre 8 h et 18 h… et bien ?!? Aucune livraison, aucune information et après appel de la centrale… ils me recontacteront ! Quand ? Je ne sais pas !!!;2025-03-13 17:16:05;TrustPilot But;1.96;Service et SAV, Expérience e-commerce
2288;J'ai acheté un téléviseur chez BUT de marque TCL, il y avait une offre de 50,00 euros remboursable, délais plus de 5 mois pour etre remboursé , renvois de balles entre BUT et TCL, But s'en lave les ma;J'ai acheté un téléviseur chez BUT de marque TCL, il y avait une offre de 50,00 euros remboursable, délais plus de 5 mois pour etre remboursé , renvois de balles entre BUT et TCL, But s'en lave les mains , a proscrire ce type d'offre;2025-03-13 12:53:33;TrustPilot But;3.57;Expérience e-commerce, Service et SAV, Financement et promotions
2289;BZ couchage quotidien catastrophique;Vu que je n'ai jamais pu mettre un avis sur le lit BZ que j'ai acheté chez eux ref : 3480188974435. J'écris ici : catastrophique !  Le matelas est 17 cm plus petit que le sommier une fois déplié (couchage quotidien). Matelas défoncé au bout d'un mois (densité 35kg/M2) j'ai eu droit à 3 mois de kiné pour mon dos....;2025-03-13 01:35:46;TrustPilot But;0.3;Qualité produit
2290;Pas commerçant du tout...;"Acheté 2 canapés sur But Web au bout de 15 jours 1 canapé c'est décousu 
Le magasin ne pouvant ni l'échanger ni le rembourser j'ai commandé un autre modèle mais maintenant mes canapés sont dépareillés 
Le magasin ne veux pas me reprendre le deuxième et ne répond pas à mes demandes de RDV avec le directeur 
A fuir pas du tout commerçant";2025-03-12 19:20:35;TrustPilot But;1.44;Expérience en magasin, Expérience e-commerce, Qualité produit, Service et SAV
2291;Super service;Côté salon, demandez Mika il est extra!😊;2025-03-11 18:12:04;TrustPilot But;8.58;Expérience en magasin
2292;Plus jamais BUT !;"Société à proscrire ! Se sert de l'argent de ses clients !
Ne respecte pas ses engagements.
Commande du 27 janvier annoncée livrée le 31 mais finalement aucune date précise au max. 3 semaines. J'ai donc annulé ma commande le 1er février (compliqué sur leur site) réception du message mais aucune annulation sur mon compte au 11 mars !
Pourtant délai légal de rétractation, j'ai beau appeler, envoyer des mails : silence radio. Bravo le service client. J'attends toujours mon remboursement même si j'ai l'assurance d'être remboursée par ma banque d'ici le 15 avril je trouve ça honteux. 
J'ai voulu faire travailler un commerce de la ville la plus proche, prochain coup je commande chez Amazon eux remboursent sous 7j max. et livrent à domicile. Plus jamais BUT";2025-03-11 14:03:21;TrustPilot But;1.82;Expérience e-commerce, Service et SAV
2293;Je recommande le vendeur Fabrice;Je recommande le vendeur Fabrice, qui m'a déjà vendu un très beau et confortable canapé, et ma vendu un lit king size, comme je le voulais.;2025-03-11 12:24:13;TrustPilot But;8.62;Expérience en magasin, Qualité produit
2294;SCANDALEUX;"SCANDALEUX! 4 chaises achetées en 2022, 2 se sont déboitées sous mon poids (65kg!). Nous avons pris l'extension de garantie mais la prise en charge refusée après que But nous ai mis clairement des bâtons dans les roues pour déposer un dossier de prise en charge. Il y en a marre de ces magasins proche de l'escroquerie!

COMMENTAIRE SUITE A LA REPONSE DE BUT:
Vous (le magasin et le service client) nous avez fait tourné en bourrique 3 semaines, en donnant les mauvais documents, puis en nous empêchant de faire une réclamation sur votre site service client, puis au téléphone. C'est une honte! Nous avons pris une assurance pour prendre en charge ce type de problème!
Maintenant, vous nous refusez la prise en charge, sans avoir la raison de ce refus, et sans avoir la possibilité de répondre. Je prendrai le temps de passer vous déposer joyeusement ces chaises de très mauvaises qualité!!!";2025-03-11 12:04:48;TrustPilot But;0.8;Service et SAV, Expérience en magasin, Qualité produit, Expérience e-commerce
2295;livreurs de BUT-Salon…;"Ce Lun 10 après- midi à Istres Thierry et Nicolas de Livraison -BUT SALON ont fait le job. 
Compétences, ponctualité et surtout Honnêteté.
Ils ont fait honneur à leur métier ""pénible"".";2025-03-10 23:52:51;TrustPilot But;8.96;Montage et installation
2296;Le magasin But Mérignac mérite une…;Le magasin But Mérignac mérite une bonne note car la direction est au Top le personnel agréable et compétant on trouve aussi des choses que l'on a pas ailleurs !;2025-03-09 18:53:39;TrustPilot But;8.52;Expérience en magasin
2297;J'ai commandé une table a manger reçu…;J'ai commandé une table a manger reçu le 26 février 2025 imontable et Défectueux les visses ne rentrent pas ça tient pas inacceptable;2025-03-09 18:03:30;TrustPilot But;1.31;Service et SAV, Qualité produit, Montage et installation
2298;Une honte;Une honte , dommage qu’on soit contraint de mettre une étoile. Deux livreurs extrêmement désagréables, insultants limite menaçants  face à deux femmes pensez vous qu’elle aubaine. Après nous avoir copieusement insultées parceque nous avions l’outrecuidance de leur demander au moins d’essayer de monter le convertible commandé . Ils sont partis avec la commande, après nous avoir fait croire qu’ils allaient chercher un document de décharge . Quel courage c’est une honte.Évidemment un service client impuissant et un déménagement qui se solde par des premières nuits à dormir par terre faute du couchage prévu . C’est scandaleux;2025-03-09 17:47:51;TrustPilot But;1;Service et SAV, Montage et installation
2299;AIMABILITE ET DISPONIBILITE / CA MANQUE…;AIMABILITE ET DISPONIBILITE / CA MANQUE ENCORE DE PRODUITS....INTERNET POUR COMBLER LE MANQUE;2025-03-09 17:12:41;TrustPilot But;4.58;Expérience en magasin
2300;Service client exemplaire (sauf téléphone);"Malgré qu'il est impossible de les avoir au téléphone, suite à l'achat d'une chaise de bureau ou le piston a cédé au bout de 18 mois, retrouvé la facture (sur internet) puis remplacement immédiat de la chaise sans réfléchir.
Lors de l'achat de mon canapé j'ai pris l'extension de garantie. Ils m'ont expliqué que même si le simili craqué c'était pris en garantie.
Grâce à la carte but on peut payer jusqu'à dix fois sans frais et on peut ce faire livrer au quatrième étage sans ascenseur (~20€) plus enlèvement de l'ancien.

Pour le moment, rien à dire, j'adore but. Digne d'une grande marque.";2025-03-09 13:51:39;TrustPilot But;7.35;Expérience e-commerce, Qualité produit, Financement et promotions, Service et SAV
2301;Site marchand positif.;Délai d'attente respecté , marchandise conforme à la description. Rien à signaler de négatif. Très satisfaite de mon achat.;2025-03-08 13:38:13;TrustPilot But;8.81;Qualité produit
2302;J'ai commandé une chaise de bureau;J'ai commandé une chaise de bureau. Impeccable.;2025-03-08 12:07:26;TrustPilot But;9.51;Qualité produit, Expérience e-commerce
2303;Sav lamentable;"Sav lamentable. 
Toujours pas reçu mon remboursement malgré mes multiples relance depuis 3 mois.";2025-03-08 11:07:18;TrustPilot But;1.88;Service et SAV, Expérience e-commerce
2304;J'ai acheté un matelas sur ce site via…;"J'ai acheté un matelas sur ce site via Marketplace avec comme vendeur Dewinner. 
Livraison rapide et vendeur serieux qui répond rapidement. Je recommande ce vendeur.";2025-03-08 08:10:57;TrustPilot But;8.79;Expérience e-commerce
2305;Surtout surtout n'achetez pas chez BUT…;Surtout surtout n'achetez pas chez BUT , SAV incapable , Frigidaire acheté en août 2024 , nous sommes en mars 2024 , joint de la porte qui se déchire...aucune prise en charge de BUT ...inacceptable....Fuyez Fuyez !!!!!;2025-03-07 13:59:28;TrustPilot But;0.7;Service et SAV, Qualité produit
2306;les pieds de vos lits, cassent !!;"Vous vendez des lits dont les pieds sont instables et finissent par se contordre et se casser.
Honteux pour le prix !!
Achat il y a moins de 2 ans et déjà cassé !? Achetez français, une fois, plus jamais !! Honte a vous !
Je n’achèterai plus jamais de lit fabriqué en France.
Vu la qualité autant payer 2 fois moins pour la même durée de vie voir plus.
Vraiment honteux et remonté.";2025-03-07 11:32:09;TrustPilot But;0.76;Qualité produit
2307;Commande d un lit haut de gamme…;Commande d un lit haut de gamme (sommier + matelas) après plus d un mois aucune nouvelle, un sav incompétent. Plus jamais je n irai dans ce magasin .;2025-03-07 08:52:28;TrustPilot But;1.31;Service et SAV
2308;La vendeuse a été très patiente et compétente;La vendeuse a été très patiente et sympathique et a répondu à toutes nos questions. Elle nous a même suggéré des solutions aux problèmes exposés de manière proactive.;2025-03-06 14:24:46;TrustPilot But;9;Expérience en magasin
2309;Carte but gratuite mais payante ! Escroquerie;Bonjour j ai acheté un canapé en janvier 2025. Personnel accueillant on m indique que la carte but est gratuite et que si je la prends je bénéficie de 10 % sur mon canapé. Que dire ... je paie une partie en 10 fois donc ca peut me convenir . Mais la surprise ... releve cetelem et facturation de 14.90 la carte sur mon second relevé . Une escroquerie pure et un mensonge ! Ce nest pas sérieux . Dernier acaht chez but et je vous jete votre carte au plus vite . Quelle honte;2025-03-05 15:56:09;TrustPilot But;1.57;Service et SAV, Expérience en magasin, Financement et promotions, Expérience e-commerce
2310;livraison;produit de très bonne qualité .mais livraison avec soit disant mise en service nulle et inexistante;2025-03-05 15:08:22;TrustPilot But;6.28;Qualité produit, Service et SAV, Expérience e-commerce, Montage et installation
2311;Achat d'un canapé;Achat d'un canapé, large choix.   Temps de fabrication et de livraison longs (3mois) mais prévus, et respectés (1 jour d'avance);2025-03-04 18:54:58;TrustPilot But;6.25;Expérience e-commerce
2312;"Super ;) La vendeuse fut très réactive…";"Super ;) La vendeuse fut très réactive et la récupération de mon meuble à l'arrière du magasin également.

Meuble solide, bonne finition et très facile à monter, néanmoins mettez nous des tournevis avec le meuble par pitié :D.";2025-03-04 16:40:58;TrustPilot But;7.63;Qualité produit, Expérience en magasin, Montage et installation
2313;Lavaiselle en panne deuis 1 mois …;"Lavaiselle en panne deuis 1 mois  impossible d etre depanner rendez vous toujours reculer
1 et dernier achat chez but des nul au service apres vente et en plus il ne font ameliorer les choses.";2025-03-03 17:22:37;TrustPilot But;1.04;Service et SAV, Qualité produit
2314;Piano de cuisson acheter il y a 4 mois;"Piano de cuisson acheter il y a 4 mois
Le four ne fonctionne plus
Impossible d avoir le Sav
Plus jamais je n achèterais chez but
C est honteux";2025-03-03 14:14:36;TrustPilot But;2.21;Service et SAV, Qualité produit
2315;vendeur disponible;vendeur disponible, aimable et donnant de bons conseils, bon rapport qualité / prix22;2025-03-03 11:46:47;TrustPilot But;8.66;Qualité produit, Expérience en magasin
2316;Après un achat machine à laver;"Après un achat machine à laver 
Une panne il faut attendre des heures pour avoir un service après vente 
Et dq vous l avez fait attendre des semaines pour avoir un dépannage 
Un conseil
BUT à éviter aucun service  client";2025-03-03 10:33:53;TrustPilot But;1.34;Expérience e-commerce, Service et SAV
2317;Achat Air Fryer max;Tres bien. Vendeur disponible et de bon conseils. Tres bon acceuil des l' entrée dans le magasin.;2025-03-03 09:58:17;TrustPilot But;8.88;Expérience en magasin
2318;BUT C'est pas le but à fuir...;Nous avons acheter une machine à laver indesit il y a 8 mois. Celle ci fonctionne quand elle a envie. Nous avons contacté le SAV une vingtaine d'appel nous avons fini par avoir une personne (que l'on a rappelé 6 fois coupure de communication) à qui nous avons envoyé les codes de la machine depuis plus rien.. Client depuis de longue année c'est fini nous ne rachetons plus rien chez BUT.. SAV INEXSISTANT ET NON COMPETENT;2025-03-02 18:25:26;TrustPilot But;2.44;Service et SAV, Qualité produit
2319;Mes achats chez BUT Creil;Malgré mes précisions sur mes disponibilités (travail du lundi auvendredi), une employée m'a appelé pour me proposer une livraison, mardi à 10h.  Le jour de mes achats, 2 hôtesses sur 3 étaient chaleureuses et professionnelles, elles m'ont conseillée dans mes choix, donc je positive.;2025-03-02 11:51:58;TrustPilot But;7.25;Expérience en magasin
2320;Bonjour j ai commandé un tapis sommier…;Bonjour j ai commandé un tapis sommier auprès de but marketplace et ils m'ont encaissé sans avoir reçu la marchandise... J'essaie d'avoir une solution de remboursement mais ils me renvoi toujours les mêmes messages en quoi le livreur été passé à mon domicile et que je n'étais pas là et pis encore il me demande de me rapprocher de leurs prestataires... Le service client manque de communication, il ne prévienne de rien... En résumé vous payez pour une marchandise que vous ne recevez pas et un service client fantôme.;2025-03-02 01:58:20;TrustPilot But;2.11;Expérience e-commerce, Service et SAV
2321;Super conseil ! Merci pour cet incroyable matelas !;"Délais annoncés de livraison, à la commande, de 2 jours. En réalité, une semaine après. A part ce délai, je suis très satisfaite du conseil !!! Parfait ! Merci à la responsable du rayon ( en congés quand j'ai rappelé pour accepter le devis donc l'histoire de délai n'est pas de sa faute ).
Dès la première nuit, un surprenant soulagement des douleurs dorsales et lombaires (très importantes et constantes pourtant) ! A voir, à la longue. Ce matin en tous cas, je crie au miracle !!!";2025-03-01 15:06:07;TrustPilot But;8.2;Qualité produit, Service et SAV, Expérience e-commerce
2322;Si vous avez besoin de rien allez chez…;Si vous avez besoin de rien allez chez but gray;2025-02-28 22:07:38;TrustPilot But;4.46;
2323;Grosse déception SAV;"Franchement si vous prenez un sous traitant garantissez au moins le service après vente ou la qualité de service de ce sous traitant sinon c’est de l’arnaque.
Commande passée sur internet, pas de souci sur le suivi, réception du colis mais déception à l’ouverture il manque une pièce.
J’appelle but on me demande de contacter le SAV du sous traitant, habitat et jardin; qui ne me donne aucune réponse concrète.
Franchement la caisse est à but mais s’il y’a un souci le client est abandonné à lui….
Franchement c’est malhonnête 
Numéro de commande 50778418";2025-02-28 13:30:50;TrustPilot But;1.88;Expérience e-commerce, Qualité produit, Service et SAV
2324;Très bien..Personnel sympathique et…;"Très bien..Personnel sympathique et compétent.. Quand j ai été recuper mon matelas le jeune homme me l'a porté jusqu'au camion la mis dedans gentiment..Les vendeurs en magasin avant mon achat ont été de très bons conseils,mon fait essayer plusieurs matelas pour être sur de mon achat...
J' ai jamais été déçu par le personnel de ce magasin... Merci !!";2025-02-28 10:42:52;TrustPilot But;9.4;Expérience en magasin
2325;De bon conseil et agréable;"De bon conseil et agréable 
Ce qui est dommage c'est le manque de produits disponibles à l'enlèvement immédiat.
Le point retrait est pas propre et demande un rafraîchissement et le temps d'attente un peu long";2025-02-27 14:57:32;TrustPilot But;4.14;Expérience en magasin, Expérience e-commerce
2326;Impayé 2eme Relance BUT LUCON;Apres un achat en Nov 2024,5 livraisons infructueuses ,une annulation de commande en jan 2025 et à fin fev 2025 toujours pas de remboursement des sommes dues (autour de 900€).Un service client des plus déplorable.Apres cette 2eme relance ,il faudra attendre une 3eme relance pour se faire rembourser apres une demarche au siege de BUT - Rdv en mars 2025 pour la suite !!;2025-02-27 13:10:02;TrustPilot But;2.01;Expérience e-commerce, Service et SAV
2327;Canapé Brodway But;"Bonjour, j'ai acheté un canapé Brodway convertible qu'elle déception ! 
Le canapé par lui même est confortable en revanche les vis trop courtes pour la méridienne mais ceci n'est qu'un détail.
Le couchage est insupportable la partie qui se rabat est une simple planche de bois recouverte d'un tissu !
Juste atroce de dormir dessus.";2025-04-02 17:40:06;TrustPilot But;1.88;Montage et installation, Qualité produit
2328;Très contente de notre passage chez but, par contre dommage qu'on ne puisse pas joindre le magasin par téléphone.Obligé de passer par le service client national pour avoir le magasin , une vraie galèr;Très contente de notre passage chez but, par contre dommage qu'on ne puisse pas joindre le magasin par téléphone.Obligé de passer par le service client national pour avoir le magasin , une vraie galère, pas très pratique...;2025-04-02 18:38:00;BUT cabries;6.33;Expérience en magasin, Service et SAV
2329;Super boutique;Super boutique, j'aime beaucoup;2025-04-03 09:43:05;TrustPilot But;9.14;
2330;Suite a la reponse du service client…;Suite a la reponse du service client marketplace but, concernant la demande de modifier mon commentaire pour l'achat d'un aspirateur contre remboursement, pratique malhonnête et illegale, je viens ajouter une info car en reponse,but m'a écrit qu'il allait avoir une enquête.j'apporte donc une precision..c'est alina sur WhatsApp qui m'a fait cette proposition et toute l conversation peut être fournie si le service client me contacte;2025-04-03 11:09:22;TrustPilot But;4.33;Service et SAV, Expérience e-commerce
2331;une belle équipe et tré efficace;une belle équipe et tré efficace, la personne du dépôt très accueillant et sympathique un élément très fort dans l'entreprise pour que le client souhaite y revenir un super Gas et toujours souriant et il respecte le matériel du client.;2025-04-03 10:37:57;TrustPilot But;9.02;Expérience en magasin
2332;Inacceptable;Début février, j'ai déclaré une panne sur mon lave linge TOP CANDY. Le 07 février un dossier a été ouvert avec une intervention du technicien le 21 février. Le jour de l'intervention, le technicien constate qu'il faut changer le tambour et passe commande. Une nouvelle intervention est programmée pour le 01 avril dernier. Lors de cette dernière intervention, le technicien démonte complètement l'appareil pour changer le tambour et au moment du remontage, il s'aperçoit que le modèle du tambour n'est pas le bon pour ce lave linge. Une nouvelle date d'intervention est programmée pour le 22 avril. Je demande aux responsable de BUT : Qui de vous accepterait ce genre de situation ? Personne ne s'intéresse du lavage de mon linge ?  Vu les délais d'intervention du technicien et pour satisfaire le client, BUT aurait pu prêter un lave linge, mais il n'en est rien. Ce n'est pas au technicien que j'en veux, lui aussi peut faire une erreur dans la commande. Quant aux délais d'intervention là, il y a un vrai problème. Attendre plusieurs semaines pour la réparation de ce type d'appareil est inacceptable. On ne parle pas d'une télévision ou d'un four micro onde, on parle d'un lave linge, un appareil qui est unique dans un foyer et qui sert régulièrement à laver son linge. Concernant la plateforme du SAV , ce sont des personnes formatées avec des réponses toutes prêtes. Aucune humanité de ces gens là.;2025-04-03 10:24:06;TrustPilot But;1.66;Service et SAV, Montage et installation, Qualité produit
2333;Achat de 4 chaises blanches Vanessa…;Achat de 4 chaises blanches Vanessa pour table à manger, qui sont très confortables et solides. Merci;2025-04-03 14:58:41;TrustPilot But;8.77;Qualité produit
2334;Accueil souriant…;Merci à Yohan pour son accueil souriant et professionnel !;2025-04-03 16:43:21;TrustPilot But;9.14;Expérience en magasin
2335;Grosse Arnaque!!;Grosse Arnaque!!! J’ai acheté un canapé à plus De 1500€. Le vendeur nous a bien stipulé qu’un bon d’achat de 30% nous serait offert. Mais quand on les appelé maintenant c’est pas vrai c’est pas une offre comme cela qu’ils ont fait!! En plus de ça c’est nous qui sommes des menteurs!! Alors que c’est eux les voleurs!!;2025-04-04 11:35:15;TrustPilot But;2.46;Expérience en magasin, Financement et promotions
2336;Achat de canapés. Manque Les roulettes Et le coffre et monté Et il ne se fixe pas sur l'axe. Le service après vente ? Me dit de faire-moi-même les démarches au fabricant. À quoi sert le service après ;Achat de canapés. Manque Les roulettes Et le coffre et monté Et il ne se fixe pas sur l'axe. Le service après vente ? Me dit de faire-moi-même les démarches au fabricant. À quoi sert le service après vente???;2025-04-04 17:47:00;BUT cabries;1.79;Service et SAV, Qualité produit, Montage et installation
2337;Lave vaisselle;Bon accueil bonne compétence vendeur à voir sur les stocks de bas de gamme;2025-04-05 08:14:46;TrustPilot But;7.38;Expérience en magasin
2338;Service client le plus pourri que j’ai connu;J’ai été chercher une commande au magasin but de Gennevilliers et il manquait un article, sur place on m’a dit qu’on me le renverrai et je ne l’ai jamais reçu. J’ai contacté le service client et sous prétexte que ça faisait plus de 15 jours on refuse de me rembourser bref je me suis faites voler par but 👍;2025-04-05 11:09:12;TrustPilot But;2.25;Expérience e-commerce, Service et SAV
2339;Tout serai bien si le barbu du dépôt ne…;Tout serai bien si le barbu du dépôt qui s'occupe du chargement ne demanderai pas de mettre une partie des colis dans le camion;2025-04-05 11:59:49;TrustPilot But;5.19;
2340;Acheté matelas et sommier.;"Acheté matelas et sommier.
Vendeurs competents.
Pas de pb pour echanger le sommier qui ne passait pas dans l’escalier.
Bonnes experiences par le passé.";2025-04-05 15:39:21;TrustPilot But;6.44;Expérience en magasin, Service et SAV
2341;J'ai été très satisfaite de l'achat…;"J'ai été très satisfaite de l'achat comme de la livraison qui a eu lieu bien avant la date prévue.
Le vendeur et les livreurs ont été très professionnels.";2025-04-06 16:04:03;TrustPilot But;8.97;Expérience en magasin
2342;A fuir;A fuir. Le SAV est une catastrophe 1er seche linge en panne au bout d 1 mois. J'ai attendu 4 mois pour arriver n obtenir qu un bon d'achat m'obligeant à racheter chez eux. 2eme seche linge en panne au bout de 10 mois depuis le 21 mars, j attends un retour de leur part.....;2025-04-07 15:20:08;TrustPilot But;1;Qualité produit, Service et SAV
2343;SAV très décevant;En attente d'un potentiel RV pour mon four acheté il y a 3 mois. Depuis le 18 mars j'appelle le SAV pour obtenir le lien qui me permettra d'avoir un RV. 1 étoile car je ne peux pas mettre moins et les personnes au téléphone sont aimables même si rien n'aboutit.  On nous balade bien.;2025-04-08 12:10:43;TrustPilot But;3.63;
